#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.NEGATION|Negations


#Text=Dear Marie, just fyi, Hillary performed modestly among women, and poorly among white women in particular.
1-1	0-4	Dear	_	
1-2	5-10	Marie	_	
1-3	10-11	,	_	
1-4	12-16	just	_	
1-5	17-20	fyi	_	
1-6	20-21	,	_	
1-7	22-29	Hillary	_	
1-8	30-39	performed	_	
1-9	40-48	modestly	_	
1-10	49-54	among	_	
1-11	55-60	women	_	
1-12	60-61	,	_	
1-13	62-65	and	_	
1-14	66-72	poorly	_	
1-15	73-78	among	_	
1-16	79-84	white	_	
1-17	85-90	women	_	
1-18	91-93	in	_	
1-19	94-104	particular	_	
1-20	104-105	.	_	

#Text=So much for the sisterhood.Hillary lost because she was a bad candidate, and the wrong candidate for the times, when voters were thirsting for something new and exciting, and wanted change.
2-1	106-108	So	_	
2-2	109-113	much	_	
2-3	114-117	for	_	
2-4	118-121	the	_	
2-5	122-140	sisterhood.Hillary	_	
2-6	141-145	lost	_	
2-7	146-153	because	_	
2-8	154-157	she	_	
2-9	158-161	was	_	
2-10	162-163	a	_	
2-11	164-167	bad	_	
2-12	168-177	candidate	_	
2-13	177-178	,	_	
2-14	179-182	and	_	
2-15	183-186	the	_	
2-16	187-192	wrong	_	
2-17	193-202	candidate	_	
2-18	203-206	for	_	
2-19	207-210	the	_	
2-20	211-216	times	_	
2-21	216-217	,	_	
2-22	218-222	when	_	
2-23	223-229	voters	_	
2-24	230-234	were	_	
2-25	235-244	thirsting	_	
2-26	245-248	for	_	
2-27	249-258	something	_	
2-28	259-262	new	_	
2-29	263-266	and	_	
2-30	267-275	exciting	_	
2-31	275-276	,	_	
2-32	277-280	and	_	
2-33	281-287	wanted	_	
2-34	288-294	change	_	
2-35	294-295	.	_	

#Text=This had nothing to do with gender.And calling half of Trump supporters a 'basket of deplorables', and effectively writing off the rural and blue-collar voters who ultimately propelled Trump to victory, was a disastrous mistake.
3-1	296-300	This	_	
3-2	301-304	had	_	
3-3	305-312	nothing	NEG	
3-4	313-315	to	SCOPE[2]	
3-5	316-318	do	SCOPE[2]	
3-6	319-323	with	SCOPE[2]	
3-7	324-334	gender.And	SCOPE[2]|FOCUS[3]	
3-8	335-342	calling	_	
3-9	343-347	half	_	
3-10	348-350	of	_	
3-11	351-356	Trump	_	
3-12	357-367	supporters	_	
3-13	368-369	a	_	
3-14	370-371	'	_	
3-15	371-377	basket	_	
3-16	378-380	of	_	
3-17	381-392	deplorables	_	
3-18	392-393	'	_	
3-19	393-394	,	_	
3-20	395-398	and	_	
3-21	399-410	effectively	_	
3-22	411-418	writing	_	
3-23	419-422	off	_	
3-24	423-426	the	_	
3-25	427-432	rural	_	
3-26	433-436	and	_	
3-27	437-448	blue-collar	_	
3-28	449-455	voters	_	
3-29	456-459	who	_	
3-30	460-470	ultimately	_	
3-31	471-480	propelled	_	
3-32	481-486	Trump	_	
3-33	487-489	to	_	
3-34	490-497	victory	_	
3-35	497-498	,	_	
3-36	499-502	was	_	
3-37	503-504	a	_	
3-38	505-515	disastrous	_	
3-39	516-523	mistake	_	
3-40	523-524	.	_	
