#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Attitude__|Label|Polarity
#T_SP=webanno.custom.Graduation|Kind|Scaling


#Text=Don't need an inquiry, the problems are self evident as are the solutions.The current system has been tested for decades with increasingly disastrous results, perhaps the whole system is flawed and should be replaced.
1-1	0-5	Don't	Appreciation[1]	neg[1]	_	_	
1-2	6-10	need	Appreciation[1]	neg[1]	_	_	
1-3	11-13	an	Appreciation[1]	neg[1]	_	_	
1-4	14-21	inquiry	Appreciation[1]	neg[1]	_	_	
1-5	21-22	,	_	_	_	_	
1-6	23-26	the	_	_	_	_	
1-7	27-35	problems	Appreciation	neg	_	_	
1-8	36-39	are	_	_	_	_	
1-9	40-44	self	_	_	_	_	
1-10	45-52	evident	_	_	_	_	
1-11	53-55	as	_	_	_	_	
1-12	56-59	are	_	_	_	_	
1-13	60-63	the	_	_	_	_	
1-14	64-77	solutions.The	Appreciation	pos	_	_	
1-15	78-85	current	_	_	_	_	
1-16	86-92	system	_	_	_	_	
1-17	93-96	has	_	_	_	_	
1-18	97-101	been	_	_	_	_	
1-19	102-108	tested	_	_	_	_	
1-20	109-112	for	_	_	_	_	
1-21	113-120	decades	_	_	_	_	
1-22	121-125	with	_	_	_	_	
1-23	126-138	increasingly	Appreciation[4]	neg[4]	Force	up	
1-24	139-149	disastrous	Appreciation[4]	neg[4]	_	_	
1-25	150-157	results	_	_	_	_	
1-26	157-158	,	_	_	_	_	
1-27	159-166	perhaps	_	_	_	_	
1-28	167-170	the	_	_	_	_	
1-29	171-176	whole	_	_	_	_	
1-30	177-183	system	_	_	_	_	
1-31	184-186	is	_	_	_	_	
1-32	187-193	flawed	Appreciation[5]	neg[5]	_	_	
1-33	194-197	and	Appreciation[5]	neg[5]	_	_	
1-34	198-204	should	Appreciation[5]	neg[5]	_	_	
1-35	205-207	be	Appreciation[5]	neg[5]	_	_	
1-36	208-216	replaced	Appreciation[5]	neg[5]	_	_	
1-37	216-217	.	_	_	_	_	
