#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Attitude__|Label|Polarity
#T_SP=webanno.custom.Graduation|Kind|Scaling


#Text=We have multiple generations where aboriginal children were removed from their families and institutionalized.
1-1	0-2	We	_	_	_	_	
1-2	3-7	have	_	_	_	_	
1-3	8-16	multiple	_	_	_	_	
1-4	17-28	generations	_	_	_	_	
1-5	29-34	where	_	_	_	_	
1-6	35-45	aboriginal	_	_	_	_	
1-7	46-54	children	_	_	_	_	
1-8	55-59	were	_	_	_	_	
1-9	60-67	removed	Appreciation[1]	neg[1]	_	_	
1-10	68-72	from	Appreciation[1]	neg[1]	_	_	
1-11	73-78	their	Appreciation[1]	neg[1]	_	_	
1-12	79-87	families	Appreciation[1]	neg[1]	_	_	
1-13	88-91	and	Appreciation[1]	neg[1]	_	_	
1-14	92-109	institutionalized	Appreciation[1]|Appreciation[2]	neg[1]|neg[2]	_	_	
1-15	109-110	.	_	_	_	_	

#Text=The youngest of this generation are in their 40's.
2-1	111-114	The	_	_	_	_	
2-2	115-123	youngest	_	_	_	_	
2-3	124-126	of	_	_	_	_	
2-4	127-131	this	_	_	_	_	
2-5	132-142	generation	_	_	_	_	
2-6	143-146	are	_	_	_	_	
2-7	147-149	in	_	_	_	_	
2-8	150-155	their	_	_	_	_	
2-9	156-158	40	_	_	_	_	
2-10	158-159	'	_	_	_	_	
2-11	159-160	s	_	_	_	_	
2-12	160-161	.	_	_	_	_	

#Text=We have institutionalized the welfare state on these northern reserves and there is no quick fix solution.
3-1	162-164	We	_	_	_	_	
3-2	165-169	have	_	_	_	_	
3-3	170-187	institutionalized	Appreciation[3]|Appreciation[4]	neg[3]|neg[4]	_	_	
3-4	188-191	the	Appreciation[3]	neg[3]	_	_	
3-5	192-199	welfare	Appreciation[3]	neg[3]	_	_	
3-6	200-205	state	Appreciation[3]	neg[3]	_	_	
3-7	206-208	on	_	_	_	_	
3-8	209-214	these	_	_	_	_	
3-9	215-223	northern	_	_	_	_	
3-10	224-232	reserves	_	_	_	_	
3-11	233-236	and	_	_	_	_	
3-12	237-242	there	_	_	_	_	
3-13	243-245	is	_	_	_	_	
3-14	246-248	no	Appreciation[5]	neg[5]	_	_	
3-15	249-254	quick	Appreciation[5]	neg[5]	_	_	
3-16	255-258	fix	Appreciation[5]	neg[5]	_	_	
3-17	259-267	solution	Appreciation[5]	neg[5]	_	_	
3-18	267-268	.	_	_	_	_	

#Text=There is now an ingrained distrust of governments and their institutions.
4-1	269-274	There	_	_	_	_	
4-2	275-277	is	_	_	_	_	
4-3	278-281	now	_	_	_	_	
4-4	282-284	an	_	_	_	_	
4-5	285-294	ingrained	Appreciation[6]	neg[6]	_	_	
4-6	295-303	distrust	Appreciation[6]	neg[6]	_	_	
4-7	304-306	of	_	_	_	_	
4-8	307-318	governments	_	_	_	_	
4-9	319-322	and	_	_	_	_	
4-10	323-328	their	_	_	_	_	
4-11	329-341	institutions	_	_	_	_	
4-12	341-342	.	_	_	_	_	

#Text=The best solution will be education and again that will take generations before we see the full effect of that effort.
5-1	343-346	The	_	_	_	_	
5-2	347-351	best	Appreciation	pos	Force	up	
5-3	352-360	solution	_	_	_	_	
5-4	361-365	will	_	_	_	_	
5-5	366-368	be	_	_	_	_	
5-6	369-378	education	_	_	_	_	
5-7	379-382	and	_	_	_	_	
5-8	383-388	again	_	_	_	_	
5-9	389-393	that	_	_	_	_	
5-10	394-398	will	Appreciation[8]	neg[8]	_	_	
5-11	399-403	take	Appreciation[8]	neg[8]	_	_	
5-12	404-415	generations	Appreciation[8]	neg[8]	_	_	
5-13	416-422	before	Appreciation[8]	neg[8]	_	_	
5-14	423-425	we	Appreciation[8]	neg[8]	_	_	
5-15	426-429	see	Appreciation[8]	neg[8]	_	_	
5-16	430-433	the	Appreciation[8]	neg[8]	_	_	
5-17	434-438	full	Appreciation[8]	neg[8]	_	_	
5-18	439-445	effect	Appreciation[8]	neg[8]	_	_	
5-19	446-448	of	Appreciation[8]	neg[8]	_	_	
5-20	449-453	that	Appreciation[8]	neg[8]	_	_	
5-21	454-460	effort	Appreciation[8]	neg[8]	_	_	
5-22	460-461	.	_	_	_	_	
