#FORMAT=WebAnno TSV 3.1


#Text=I have said it before and I will say it again, if they are such prudent fiscal managers, why would this surplus be a surprise?
1-1	0-1	I	
1-2	2-6	have	
1-3	7-11	said	
1-4	12-14	it	
1-5	15-21	before	
1-6	22-25	and	
1-7	26-27	I	
1-8	28-32	will	
1-9	33-36	say	
1-10	37-39	it	
1-11	40-45	again	
1-12	45-46	,	
1-13	47-49	if	
1-14	50-54	they	
1-15	55-58	are	
1-16	59-63	such	
1-17	64-71	prudent	
1-18	72-78	fiscal	
1-19	79-87	managers	
1-20	87-88	,	
1-21	89-92	why	
1-22	93-98	would	
1-23	99-103	this	
1-24	104-111	surplus	
1-25	112-114	be	
1-26	115-116	a	
1-27	117-125	surprise	
1-28	125-126	?	
