#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Attitude__|Label|Polarity
#T_SP=webanno.custom.Graduation|Kind|Scaling


#Text=A reasonably good article.
1-1	0-1	A	_	_	_	_	
1-2	2-12	reasonably	Appreciation[1]	pos[1]	Focus	down	
1-3	13-17	good	Appreciation[1]	pos[1]	_	_	
1-4	18-25	article	_	_	_	_	
1-5	25-26	.	_	_	_	_	

#Text=Barbra McDougal of all people should be in a position to kick start some meaningful solutions to this problem.
2-1	27-33	Barbra	_	_	_	_	
2-2	34-42	McDougal	_	_	_	_	
2-3	43-45	of	_	_	_	_	
2-4	46-49	all	_	_	_	_	
2-5	50-56	people	_	_	_	_	
2-6	57-63	should	Judgment[2]	neg[2]	_	_	
2-7	64-66	be	Judgment[2]	neg[2]	_	_	
2-8	67-69	in	Judgment[2]	neg[2]	_	_	
2-9	70-71	a	Judgment[2]	neg[2]	_	_	
2-10	72-80	position	Judgment[2]	neg[2]	_	_	
2-11	81-83	to	_	_	_	_	
2-12	84-88	kick	_	_	_	_	
2-13	89-94	start	_	_	_	_	
2-14	95-99	some	_	_	_	_	
2-15	100-110	meaningful	Appreciation[3]	pos[3]	_	_	
2-16	111-120	solutions	Appreciation[3]	pos[3]	_	_	
2-17	121-123	to	_	_	_	_	
2-18	124-128	this	_	_	_	_	
2-19	129-136	problem	Appreciation	neg	_	_	
2-20	136-137	.	_	_	_	_	

#Text=Being cautious as to not allow the optics of the problem derail the real solutions.
3-1	138-143	Being	_	_	_	_	
3-2	144-152	cautious	Affect	neg	_	_	
3-3	153-155	as	_	_	_	_	
3-4	156-158	to	_	_	_	_	
3-5	159-162	not	_	_	_	_	
3-6	163-168	allow	_	_	_	_	
3-7	169-172	the	_	_	_	_	
3-8	173-179	optics	_	_	_	_	
3-9	180-182	of	_	_	_	_	
3-10	183-186	the	_	_	_	_	
3-11	187-194	problem	Appreciation	neg	_	_	
3-12	195-201	derail	Appreciation	*	_	_	
3-13	202-205	the	_	_	_	_	
3-14	206-210	real	Appreciation[8]	pos[8]	_	_	
3-15	211-220	solutions	Appreciation[8]	pos[8]	_	_	
3-16	220-221	.	_	_	_	_	

#Text=For example, It is with monotonous repetition that we hear of the deplorable condition of housing on the reserves.
4-1	222-225	For	_	_	_	_	
4-2	226-233	example	_	_	_	_	
4-3	233-234	,	_	_	_	_	
4-4	235-237	It	_	_	_	_	
4-5	238-240	is	_	_	_	_	
4-6	241-245	with	_	_	_	_	
4-7	246-256	monotonous	Appreciation[9]	neg[9]	_	_	
4-8	257-267	repetition	Appreciation[9]	neg[9]	_	_	
4-9	268-272	that	_	_	_	_	
4-10	273-275	we	_	_	_	_	
4-11	276-280	hear	_	_	_	_	
4-12	281-283	of	_	_	_	_	
4-13	284-287	the	_	_	_	_	
4-14	288-298	deplorable	Appreciation	neg	_	_	
4-15	299-308	condition	_	_	_	_	
4-16	309-311	of	_	_	_	_	
4-17	312-319	housing	_	_	_	_	
4-18	320-322	on	_	_	_	_	
4-19	323-326	the	_	_	_	_	
4-20	327-335	reserves	_	_	_	_	
