#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.NEGATION|Negations


#Text=Licences (and milk quotas, etc.)
1-1	0-8	Licences	_	
1-2	9-10	(	_	
1-3	10-13	and	_	
1-4	14-18	milk	_	
1-5	19-25	quotas	_	
1-6	25-26	,	_	
1-7	27-30	etc	_	
1-8	30-31	.	_	
1-9	31-32	)	_	

#Text=should never have been allowed to be sold on a secondary market.
2-1	34-40	should	_	
2-2	41-46	never	NEG	
2-3	47-51	have	SCOPE[2]	
2-4	52-56	been	SCOPE[2]	
2-5	57-64	allowed	SCOPE[2]	
2-6	65-67	to	SCOPE[2]	
2-7	68-70	be	SCOPE[2]	
2-8	71-75	sold	SCOPE[2]	
2-9	76-78	on	SCOPE[2]	
2-10	79-80	a	SCOPE[2]	
2-11	81-90	secondary	SCOPE[2]|FOCUS[3]	
2-12	91-97	market	SCOPE[2]	
2-13	97-98	.	_	

#Text=We need a solution but it likely will fall short of full compensation for the capital cost of plates that lead to high fares.
3-1	100-102	We	_	
3-2	103-107	need	_	
3-3	108-109	a	_	
3-4	110-118	solution	_	
3-5	119-122	but	_	
3-6	123-125	it	_	
3-7	126-132	likely	_	
3-8	133-137	will	_	
3-9	138-142	fall	_	
3-10	143-148	short	_	
3-11	149-151	of	_	
3-12	152-156	full	_	
3-13	157-169	compensation	_	
3-14	170-173	for	_	
3-15	174-177	the	_	
3-16	178-185	capital	_	
3-17	186-190	cost	_	
3-18	191-193	of	_	
3-19	194-200	plates	_	
3-20	201-205	that	_	
3-21	206-210	lead	_	
3-22	211-213	to	_	
3-23	214-218	high	_	
3-24	219-224	fares	_	
3-25	224-225	.	_	

#Text=Perhaps a transfer of fees from plateless drivers to plate owners for a limited number of years.
4-1	227-234	Perhaps	_	
4-2	235-236	a	_	
4-3	237-245	transfer	_	
4-4	246-248	of	_	
4-5	249-253	fees	_	
4-6	254-258	from	_	
4-7	259-268	plateless	_	
4-8	269-276	drivers	_	
4-9	277-279	to	_	
4-10	280-285	plate	_	
4-11	286-292	owners	_	
4-12	293-296	for	_	
4-13	297-298	a	_	
4-14	299-306	limited	_	
4-15	307-313	number	_	
4-16	314-316	of	_	
4-17	317-322	years	_	
4-18	322-323	.	_	

#Text=Perhaps whatever courts rule when the certain lawsuits are settled.
5-1	325-332	Perhaps	_	
5-2	333-341	whatever	_	
5-3	342-348	courts	_	
5-4	349-353	rule	_	
5-5	354-358	when	_	
5-6	359-362	the	_	
5-7	363-370	certain	_	
5-8	371-379	lawsuits	_	
5-9	380-383	are	_	
5-10	384-391	settled	_	
5-11	391-392	.	_	
