#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Attitude__|Label|Polarity
#T_SP=webanno.custom.Graduation|Kind|Scaling


#Text=I notice the author doesn't answer his own question.
1-1	0-1	I	_	_	_	_	
1-2	2-8	notice	_	_	_	_	
1-3	9-12	the	_	_	_	_	
1-4	13-19	author	_	_	_	_	
1-5	20-27	doesn't	Judgment[1]	neg[1]	_	_	
1-6	28-34	answer	Judgment[1]	neg[1]	_	_	
1-7	35-38	his	Judgment[1]	neg[1]	_	_	
1-8	39-42	own	Judgment[1]	neg[1]	_	_	
1-9	43-51	question	Judgment[1]	neg[1]	_	_	
1-10	51-52	.	_	_	_	_	

#Text=Probably because the answer is clearly NO.
2-1	53-61	Probably	_	_	_	_	
2-2	62-69	because	_	_	_	_	
2-3	70-73	the	_	_	_	_	
2-4	74-80	answer	_	_	_	_	
2-5	81-83	is	_	_	_	_	
2-6	84-91	clearly	Appreciation[2]	pos[2]	Focus	up	
2-7	92-94	NO	Appreciation[2]	pos[2]	_	_	
2-8	94-95	.	_	_	_	_	

#Text=A yes answer would be indefensible so he would rather leave it unanswered an imply that maybe it is yes.
3-1	96-97	A	_	_	_	_	
3-2	98-101	yes	_	_	_	_	
3-3	102-108	answer	_	_	_	_	
3-4	109-114	would	_	_	_	_	
3-5	115-117	be	_	_	_	_	
3-6	118-130	indefensible	Appreciation	neg	_	_	
3-7	131-133	so	_	_	_	_	
3-8	134-136	he	_	_	_	_	
3-9	137-142	would	_	_	_	_	
3-10	143-149	rather	_	_	_	_	
3-11	150-155	leave	Judgment[4]	neg[4]	_	_	
3-12	156-158	it	Judgment[4]	neg[4]	_	_	
3-13	159-169	unanswered	Judgment[4]	neg[4]	_	_	
3-14	170-172	an	Judgment[4]	neg[4]	_	_	
3-15	173-178	imply	Judgment[4]	neg[4]	_	_	
3-16	179-183	that	Judgment[4]	neg[4]	_	_	
3-17	184-189	maybe	Judgment[4]	neg[4]	_	_	
3-18	190-192	it	Judgment[4]	neg[4]	_	_	
3-19	193-195	is	Judgment[4]	neg[4]	_	_	
3-20	196-199	yes	Judgment[4]	neg[4]	_	_	
3-21	199-200	.	_	_	_	_	

#Text=It is clearly no because it applies to all foreigners and it is clearly no because Chinese Canadians do not have to pay it.
4-1	201-203	It	_	_	_	_	
4-2	204-206	is	_	_	_	_	
4-3	207-214	clearly	Appreciation[5]	pos[5]	Focus	up	
4-4	215-217	no	Appreciation[5]	pos[5]	_	_	
4-5	218-225	because	Appreciation[5]	pos[5]	_	_	
4-6	226-228	it	Appreciation[5]	pos[5]	_	_	
4-7	229-236	applies	Appreciation[5]	pos[5]	_	_	
4-8	237-239	to	Appreciation[5]	pos[5]	_	_	
4-9	240-243	all	Appreciation[5]	pos[5]	_	_	
4-10	244-254	foreigners	Appreciation[5]	pos[5]	_	_	
4-11	255-258	and	Appreciation[5]	pos[5]	_	_	
4-12	259-261	it	Appreciation[5]	pos[5]	_	_	
4-13	262-264	is	Appreciation[5]	pos[5]	_	_	
4-14	265-272	clearly	Appreciation[5]	pos[5]	Focus	up	
4-15	273-275	no	Appreciation[5]	pos[5]	_	_	
4-16	276-283	because	Appreciation[5]	pos[5]	_	_	
4-17	284-291	Chinese	Appreciation[5]	pos[5]	_	_	
4-18	292-301	Canadians	Appreciation[5]	pos[5]	_	_	
4-19	302-304	do	Appreciation[5]	pos[5]	_	_	
4-20	305-308	not	Appreciation[5]	pos[5]	_	_	
4-21	309-313	have	Appreciation[5]	pos[5]	_	_	
4-22	314-316	to	Appreciation[5]	pos[5]	_	_	
4-23	317-320	pay	Appreciation[5]	pos[5]	_	_	
4-24	321-323	it	Appreciation[5]	pos[5]	_	_	
4-25	323-324	.	_	_	_	_	

#Text=I expect better from a UBC Prof than attempting to stir up racial grevances.
5-1	325-326	I	_	_	_	_	
5-2	327-333	expect	Judgment[6]	neg[6]	_	_	
5-3	334-340	better	Judgment[6]	neg[6]	Force	up	
5-4	341-345	from	_	_	_	_	
5-5	346-347	a	_	_	_	_	
5-6	348-351	UBC	_	_	_	_	
5-7	352-356	Prof	_	_	_	_	
5-8	357-361	than	_	_	_	_	
5-9	362-372	attempting	Judgment[7]	neg[7]	_	_	
5-10	373-375	to	Judgment[7]	neg[7]	_	_	
5-11	376-380	stir	Judgment[7]	neg[7]	_	_	
5-12	381-383	up	Judgment[7]	neg[7]	_	_	
5-13	384-390	racial	Judgment[7]	neg[7]	_	_	
5-14	391-400	grevances	Judgment[7]	neg[7]	_	_	
5-15	400-401	.	_	_	_	_	
