#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.NEGATION|Negations
#T_RL=webanno.custom.XNEGATION|BT_webanno.custom.NEGATION


#Text=Ah, Ms.
1-1	0-2	Ah	_	_	
1-2	2-3	,	_	_	
1-3	4-6	Ms	_	_	
1-4	6-7	.	_	_	

#Text=Wente is (1) a conservative and (2) I'm pretty sure wasn't raised a Catholic.
2-1	8-13	Wente	_	_	
2-2	14-16	is	_	_	
2-3	17-18	(	_	_	
2-4	18-19	1	_	_	
2-5	19-20	)	_	_	
2-6	21-22	a	_	_	
2-7	23-35	conservative	_	_	
2-8	36-39	and	_	_	
2-9	40-41	(	_	_	
2-10	41-42	2	_	_	
2-11	42-43	)	_	_	
2-12	44-47	I'm	_	_	
2-13	48-54	pretty	_	_	
2-14	55-59	sure	_	_	
2-15	60-66	wasn't	NEG	_	
2-16	67-73	raised	SCOPE[2]	_	
2-17	74-75	a	SCOPE[2]|FOCUS[3]	_	
2-18	76-84	Catholic	SCOPE[2]|FOCUS[3]	_	
2-19	84-85	.	_	_	

#Text=The pope is expressing some liberal ideas that stick in her craw, fair enough.
3-1	86-89	The	_	_	
3-2	90-94	pope	_	_	
3-3	95-97	is	_	_	
3-4	98-108	expressing	_	_	
3-5	109-113	some	_	_	
3-6	114-121	liberal	_	_	
3-7	122-127	ideas	_	_	
3-8	128-132	that	_	_	
3-9	133-138	stick	_	_	
3-10	139-141	in	_	_	
3-11	142-145	her	_	_	
3-12	146-150	craw	_	_	
3-13	150-151	,	_	_	
3-14	152-156	fair	_	_	
3-15	157-163	enough	_	_	
3-16	163-164	.	_	_	

#Text=Personally, I think there's a number of things going on.
4-1	165-175	Personally	_	_	
4-2	175-176	,	_	_	
4-3	177-178	I	_	_	
4-4	179-184	think	_	_	
4-5	185-192	there's	_	_	
4-6	193-194	a	_	_	
4-7	195-201	number	_	_	
4-8	202-204	of	_	_	
4-9	205-211	things	_	_	
4-10	212-217	going	_	_	
4-11	218-220	on	_	_	
4-12	220-221	.	_	_	

#Text=Pope Francis is doing a great PR job for the church without really deviating from the Church's overall theological position.
5-1	222-226	Pope	_	_	
5-2	227-234	Francis	_	_	
5-3	235-237	is	_	_	
5-4	238-243	doing	_	_	
5-5	244-245	a	_	_	
5-6	246-251	great	_	_	
5-7	252-254	PR	_	_	
5-8	255-258	job	_	_	
5-9	259-262	for	_	_	
5-10	263-266	the	_	_	
5-11	267-273	church	_	_	
5-12	274-281	without	NEG	_	
5-13	282-288	really	SCOPE[5]	_	
5-14	289-298	deviating	SCOPE[5]	_	
5-15	299-303	from	SCOPE[5]	_	
5-16	304-307	the	SCOPE[5]|FOCUS[6]	_	
5-17	308-316	Church's	SCOPE[5]|FOCUS[6]	_	
5-18	317-324	overall	SCOPE[5]|FOCUS[6]	_	
5-19	325-336	theological	SCOPE[5]|FOCUS[6]	_	
5-20	337-345	position	SCOPE[5]|FOCUS[6]	_	
5-21	345-346	.	_	_	

#Text=The church needs some recharging, and he's doing his best to provide it without deviating from core theology.
6-1	347-350	The	_	_	
6-2	351-357	church	_	_	
6-3	358-363	needs	_	_	
6-4	364-368	some	_	_	
6-5	369-379	recharging	_	_	
6-6	379-380	,	_	_	
6-7	381-384	and	_	_	
6-8	385-389	he's	_	_	
6-9	390-395	doing	_	_	
6-10	396-399	his	_	_	
6-11	400-404	best	_	_	
6-12	405-407	to	_	_	
6-13	408-415	provide	_	_	
6-14	416-418	it	_	_	
6-15	419-426	without	NEG	_	
6-16	427-436	deviating	SCOPE[8]	_	
6-17	437-441	from	SCOPE[8]	_	
6-18	442-446	core	SCOPE[8]|FOCUS[9]	_	
6-19	447-455	theology	SCOPE[8]	_	
6-20	455-456	.	_	_	

#Text=He was a priest and bishop in South America, and saw a kind of poverty there that few popes (all Europeans, and until recently, all from Italy) have ever seen.
7-1	457-459	He	_	_	
7-2	460-463	was	_	_	
7-3	464-465	a	_	_	
7-4	466-472	priest	_	_	
7-5	473-476	and	_	_	
7-6	477-483	bishop	_	_	
7-7	484-486	in	_	_	
7-8	487-492	South	_	_	
7-9	493-500	America	_	_	
7-10	500-501	,	_	_	
7-11	502-505	and	_	_	
7-12	506-509	saw	_	_	
7-13	510-511	a	_	_	
7-14	512-516	kind	_	_	
7-15	517-519	of	_	_	
7-16	520-527	poverty	_	_	
7-17	528-533	there	_	_	
7-18	534-538	that	_	_	
7-19	539-542	few	_	_	
7-20	543-548	popes	_	_	
7-21	549-550	(	_	_	
