#FORMAT=WebAnno TSV 3.1


#Text=.'
1-1	0-1	.	
1-2	1-2	'	

#Text=Earlier this week, the Department of Finance announced that, lo and behold, the federal budget for the 2014-15 fiscal year that ended March 31 produced a surplus of $1.9-billion.'
2-1	2-9	Earlier	
2-2	10-14	this	
2-3	15-19	week	
2-4	19-20	,	
2-5	21-24	the	
2-6	25-35	Department	
2-7	36-38	of	
2-8	39-46	Finance	
2-9	47-56	announced	
2-10	57-61	that	
2-11	61-62	,	
2-12	63-65	lo	
2-13	66-69	and	
2-14	70-76	behold	
2-15	76-77	,	
2-16	78-81	the	
2-17	82-89	federal	
2-18	90-96	budget	
2-19	97-100	for	
2-20	101-104	the	
2-21	105-109	2014	
2-22	109-110	-	
2-23	110-112	15	
2-24	113-119	fiscal	
2-25	120-124	year	
2-26	125-129	that	
2-27	130-135	ended	
2-28	136-141	March	
2-29	142-144	31	
2-30	145-153	produced	
2-31	154-155	a	
2-32	156-163	surplus	
2-33	164-166	of	
2-34	167-171	$1.9	
2-35	171-172	-	
2-36	172-179	billion	
2-37	179-180	.	
2-38	180-181	'	

#Text=---------Harper voodoo bookkeeping.It's time someone called him out on it.Well done, Jeffrey..
3-1	181-182	-	
3-2	182-183	-	
3-3	183-184	-	
3-4	184-185	-	
3-5	185-186	-	
3-6	186-187	-	
3-7	187-188	-	
3-8	188-189	-	
3-9	189-190	-	
3-10	190-196	Harper	
3-11	197-203	voodoo	
3-12	204-220	bookkeeping.It's	
3-13	221-225	time	
3-14	226-233	someone	
3-15	234-240	called	
3-16	241-244	him	
3-17	245-248	out	
3-18	249-251	on	
3-19	252-259	it.Well	
3-20	260-264	done	
3-21	264-265	,	
3-22	266-273	Jeffrey	
3-23	273-274	.	
3-24	274-275	.	
