#FORMAT=WebAnno TSV 3.1


#Text=----'A Trump administration might make it harder for Canada to bring in carbon taxes \u2013 but easier to build pipelines.'
1-1	0-1	-	
1-2	1-2	-	
1-3	2-3	-	
1-4	3-4	-	
1-5	4-5	'	
1-6	5-6	A	
1-7	7-12	Trump	
1-8	13-27	administration	
1-9	28-33	might	
1-10	34-38	make	
1-11	39-41	it	
1-12	42-48	harder	
1-13	49-52	for	
1-14	53-59	Canada	
1-15	60-62	to	
1-16	63-68	bring	
1-17	69-71	in	
1-18	72-78	carbon	
1-19	79-84	taxes	
1-20	85-86	–	
1-21	87-90	but	
1-22	91-97	easier	
1-23	98-100	to	
1-24	101-106	build	
1-25	107-116	pipelines	
1-26	116-117	.	
1-27	117-118	'	

#Text=---------lets hope so
2-1	118-119	-	
2-2	119-120	-	
2-3	120-121	-	
2-4	121-122	-	
2-5	122-123	-	
2-6	123-124	-	
2-7	124-125	-	
2-8	125-126	-	
2-9	126-127	-	
2-10	127-131	lets	
2-11	132-136	hope	
2-12	137-139	so	
