#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.NEGATION|Negations
#T_RL=webanno.custom.XNEGATION|BT_webanno.custom.NEGATION


#Text=We just have to look at Quebec taxes - which are highest in North America - and so called day care program which is impossible to get into - and their tax gestapo.This type of government is like insurance.
1-1	0-2	We	_	_	
1-2	3-7	just	_	_	
1-3	8-12	have	_	_	
1-4	13-15	to	_	_	
1-5	16-20	look	_	_	
1-6	21-23	at	_	_	
1-7	24-30	Quebec	_	_	
1-8	31-36	taxes	_	_	
1-9	37-38	-	_	_	
1-10	39-44	which	_	_	
1-11	45-48	are	_	_	
1-12	49-56	highest	_	_	
1-13	57-59	in	_	_	
1-14	60-65	North	_	_	
1-15	66-73	America	_	_	
1-16	74-75	-	_	_	
1-17	76-79	and	_	_	
1-18	80-82	so	_	_	
1-19	83-89	called	_	_	
1-20	90-93	day	_	_	
1-21	94-98	care	_	_	
1-22	99-106	program	_	_	
1-23	107-112	which	_	_	
1-24	113-115	is	_	_	
1-25	116-126	impossible	_	_	
1-26	127-129	to	_	_	
1-27	130-133	get	_	_	
1-28	134-138	into	_	_	
1-29	139-140	-	_	_	
1-30	141-144	and	_	_	
1-31	145-150	their	_	_	
1-32	151-154	tax	_	_	
1-33	155-167	gestapo.This	_	_	
1-34	168-172	type	_	_	
1-35	173-175	of	_	_	
1-36	176-186	government	_	_	
1-37	187-189	is	_	_	
1-38	190-194	like	_	_	
1-39	195-204	insurance	_	_	
1-40	204-205	.	_	_	

#Text=You're buying daycare 'insurance' and then you pay for it all life long whether you want it or need it or not.The other issue is that it is a proven fact - programs runs by the government cost about 150% more than private sector and create huge bureaucracy.
2-1	206-212	You're	_	_	
2-2	213-219	buying	_	_	
2-3	220-227	daycare	_	_	
2-4	228-229	'	_	_	
2-5	229-238	insurance	_	_	
2-6	238-239	'	_	_	
2-7	240-243	and	_	_	
2-8	244-248	then	_	_	
2-9	249-252	you	_	_	
2-10	253-256	pay	_	_	
2-11	257-260	for	_	_	
2-12	261-263	it	_	_	
2-13	264-267	all	_	_	
2-14	268-272	life	_	_	
2-15	273-277	long	_	_	
2-16	278-285	whether	_	_	
2-17	286-289	you	_	_	
2-18	290-294	want	XSCOPE[1]|FOCUS[2]	2-24[0_1]	
2-19	295-297	it	XSCOPE[1]	_	
2-20	298-300	or	XSCOPE[1]	_	
2-21	301-305	need	XSCOPE[1]|FOCUS[3]	_	
2-22	306-308	it	XSCOPE[1]	_	
2-23	309-311	or	_	_	
2-24	312-319	not.The	NEG	_	
2-25	320-325	other	_	_	
2-26	326-331	issue	_	_	
2-27	332-334	is	_	_	
2-28	335-339	that	_	_	
2-29	340-342	it	_	_	
2-30	343-345	is	_	_	
2-31	346-347	a	_	_	
2-32	348-354	proven	_	_	
2-33	355-359	fact	_	_	
2-34	360-361	-	_	_	
2-35	362-370	programs	_	_	
2-36	371-375	runs	_	_	
2-37	376-378	by	_	_	
2-38	379-382	the	_	_	
2-39	383-393	government	_	_	
2-40	394-398	cost	_	_	
2-41	399-404	about	_	_	
2-42	405-409	150%	_	_	
2-43	410-414	more	_	_	
2-44	415-419	than	_	_	
2-45	420-427	private	_	_	
2-46	428-434	sector	_	_	
2-47	435-438	and	_	_	
2-48	439-445	create	_	_	
2-49	446-450	huge	_	_	
2-50	451-462	bureaucracy	_	_	
2-51	462-463	.	_	_	

#Text=So the insurance is also likely to be disproportionately more costly.
3-1	464-466	So	_	_	
3-2	467-470	the	_	_	
3-3	471-480	insurance	_	_	
3-4	481-483	is	_	_	
3-5	484-488	also	_	_	
3-6	489-495	likely	_	_	
3-7	496-498	to	_	_	
3-8	499-501	be	_	_	
3-9	502-520	disproportionately	_	_	
3-10	521-525	more	_	_	
3-11	526-532	costly	_	_	
3-12	532-533	.	_	_	
