#FORMAT=WebAnno TSV 3.1


#Text=The Globe and Mail printed this  outrageous propaganda this morning.
1-1	0-3	The	
1-2	4-9	Globe	
1-3	10-13	and	
1-4	14-18	Mail	
1-5	19-26	printed	
1-6	27-31	this	
1-7	33-43	outrageous	
1-8	44-54	propaganda	
1-9	55-59	this	
1-10	60-67	morning	
1-11	67-68	.	

#Text=This is to stop as it reflects a paper inhinged.
2-1	70-74	This	
2-2	75-77	is	
2-3	78-80	to	
2-4	81-85	stop	
2-5	86-88	as	
2-6	89-91	it	
2-7	92-100	reflects	
2-8	101-102	a	
2-9	103-108	paper	
2-10	109-117	inhinged	
2-11	117-118	.	

#Text=***A fascist\u2019s win; America\u2019s moral lossSARAH KENDZIORSpecial to The Globe and MailPublished Wednesday, Nov. 09, 2016 7:27AM ESTLast updated Wednesday, Nov. 09, 2016 7:30AM EST
3-1	118-119	*	
3-2	119-120	*	
3-3	120-121	*	
3-4	121-122	A	
3-5	123-130	fascist	
3-6	130-131	’	
3-7	131-132	s	
3-8	133-136	win	
3-9	136-137	;	
3-10	138-145	America	
3-11	145-146	’	
3-12	146-147	s	
3-13	148-153	moral	
3-14	154-163	lossSARAH	
3-15	164-179	KENDZIORSpecial	
3-16	180-182	to	
3-17	183-186	The	
3-18	187-192	Globe	
3-19	193-196	and	
3-20	197-210	MailPublished	
3-21	211-220	Wednesday	
3-22	220-221	,	
3-23	222-225	Nov	
3-24	225-226	.	
3-25	227-229	09	
3-26	229-230	,	
3-27	231-235	2016	
3-28	236-237	7	
3-29	237-238	:	
3-30	238-242	27AM	
3-31	243-250	ESTLast	
3-32	251-258	updated	
3-33	259-268	Wednesday	
3-34	268-269	,	
3-35	270-273	Nov	
3-36	273-274	.	
3-37	275-277	09	
3-38	277-278	,	
3-39	279-283	2016	
3-40	284-285	7	
3-41	285-286	:	
3-42	286-290	30AM	
3-43	291-294	EST	
