#FORMAT=WebAnno TSV 3.1


#Text='theo-cons' (Stephen Harper's word), who view 'science and environmentalism as hostile to the Bible.'
1-1	0-1	'	
1-2	1-10	theo-cons	
1-3	10-11	'	
1-4	12-13	(	
1-5	13-20	Stephen	
1-6	21-29	Harper's	
1-7	30-34	word	
1-8	34-35	)	
1-9	35-36	,	
1-10	37-40	who	
1-11	41-45	view	
1-12	46-47	'	
1-13	47-54	science	
1-14	55-58	and	
1-15	59-75	environmentalism	
1-16	76-78	as	
1-17	79-86	hostile	
1-18	87-89	to	
1-19	90-93	the	
1-20	94-99	Bible	
1-21	99-100	.	
1-22	100-101	'	

#Text=The Future of TechHow Science Can Create Millions of New Jobshttp://www.bloomberg.com/bw/magazine/content/09_36/b4145036678131.htm
2-1	101-104	The	
2-2	105-111	Future	
2-3	112-114	of	
2-4	115-122	TechHow	
2-5	123-130	Science	
2-6	131-134	Can	
2-7	135-141	Create	
2-8	142-150	Millions	
2-9	151-153	of	
2-10	154-157	New	
2-11	158-166	Jobshttp	
2-12	166-167	:	
2-13	167-168	/	
2-14	168-169	/	
2-15	169-186	www.bloomberg.com	
2-16	186-187	/	
2-17	187-189	bw	
2-18	189-190	/	
2-19	190-198	magazine	
2-20	198-199	/	
2-21	199-206	content	
2-22	206-207	/	
2-23	207-209	09	
2-24	209-210	_	
2-25	210-212	36	
2-26	212-213	/	
2-27	213-227	b4145036678131	
2-28	227-228	.	
2-29	228-231	htm	
