#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Attitude__|Label|Polarity
#T_SP=webanno.custom.Graduation|Kind|Scaling


#Text=Indeed.
1-1	0-6	Indeed	Appreciation	pos	_	_	
1-2	6-7	.	_	_	_	_	

#Text=Getting them here was the easy part.
2-1	8-15	Getting	_	_	_	_	
2-2	16-20	them	_	_	_	_	
2-3	21-25	here	_	_	_	_	
2-4	26-29	was	_	_	_	_	
2-5	30-33	the	_	_	_	_	
2-6	34-38	easy	Appreciation	pos	_	_	
2-7	39-43	part	_	_	_	_	
2-8	43-44	.	_	_	_	_	

#Text=Now comes the hard part, and that is where we are dropping the ball.
3-1	45-48	Now	_	_	_	_	
3-2	49-54	comes	_	_	_	_	
3-3	55-58	the	_	_	_	_	
3-4	59-63	hard	Appreciation	neg	_	_	
3-5	64-68	part	_	_	_	_	
3-6	68-69	,	_	_	_	_	
3-7	70-73	and	_	_	_	_	
3-8	74-78	that	_	_	_	_	
3-9	79-81	is	_	_	_	_	
3-10	82-87	where	_	_	_	_	
3-11	88-90	we	_	_	_	_	
3-12	91-94	are	_	_	_	_	
3-13	95-103	dropping	Judgment[4]	neg[4]	_	_	
3-14	104-107	the	Judgment[4]	neg[4]	_	_	
3-15	108-112	ball	Judgment[4]	neg[4]	_	_	
3-16	112-113	.	_	_	_	_	

#Text=We are getting the most uneducated, religiously conservative Syrians, the most unprepared to adapt to a modern society already dealing with its own economic problems, and all signs point to the fact we are just as unprepared to deal with properly.
4-1	114-116	We	_	_	_	_	
4-2	117-120	are	_	_	_	_	
4-3	121-128	getting	_	_	_	_	
4-4	129-132	the	_	_	_	_	
4-5	133-137	most	Judgment[5]	neg[5]	Force	up	
4-6	138-148	uneducated	Judgment[5]	neg[5]	_	_	
4-7	148-149	,	Judgment[5]	neg[5]	_	_	
4-8	150-161	religiously	Judgment[5]	neg[5]	_	_	
4-9	162-174	conservative	Judgment[5]	neg[5]	_	_	
4-10	175-182	Syrians	_	_	_	_	
4-11	182-183	,	_	_	_	_	
4-12	184-187	the	_	_	_	_	
4-13	188-192	most	Judgment[6]	neg[6]	Force	up	
4-14	193-203	unprepared	Judgment[6]	neg[6]	_	_	
4-15	204-206	to	Judgment[6]	neg[6]	_	_	
4-16	207-212	adapt	Judgment[6]	neg[6]	_	_	
4-17	213-215	to	_	_	_	_	
4-18	216-217	a	_	_	_	_	
4-19	218-224	modern	_	_	_	_	
4-20	225-232	society	_	_	_	_	
4-21	233-240	already	_	_	_	_	
4-22	241-248	dealing	_	_	_	_	
4-23	249-253	with	_	_	_	_	
4-24	254-257	its	_	_	_	_	
4-25	258-261	own	_	_	_	_	
4-26	262-270	economic	Appreciation[7]	neg[7]	_	_	
4-27	271-279	problems	Appreciation[7]	neg[7]	_	_	
4-28	279-280	,	_	_	_	_	
4-29	281-284	and	_	_	_	_	
4-30	285-288	all	_	_	_	_	
4-31	289-294	signs	_	_	_	_	
4-32	295-300	point	_	_	_	_	
4-33	301-303	to	_	_	_	_	
4-34	304-307	the	_	_	_	_	
4-35	308-312	fact	_	_	_	_	
4-36	313-315	we	_	_	_	_	
4-37	316-319	are	_	_	_	_	
4-38	320-324	just	Judgment[8]	neg[8]	_	_	
4-39	325-327	as	Judgment[8]	neg[8]	_	_	
4-40	328-338	unprepared	Judgment[8]	neg[8]	_	_	
4-41	339-341	to	_	_	_	_	
4-42	342-346	deal	_	_	_	_	
4-43	347-351	with	_	_	_	_	
4-44	352-360	properly	_	_	_	_	
4-45	360-361	.	_	_	_	_	
