#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Attitude__|Label|Polarity


#Text=' ... all of which are linked to the fallout of colonization.'
1-1	0-1	'	_	_	
1-2	2-3	.	_	_	
1-3	3-4	.	_	_	
1-4	4-5	.	_	_	
1-5	6-9	all	_	_	
1-6	10-12	of	_	_	
1-7	13-18	which	_	_	
1-8	19-22	are	_	_	
1-9	23-29	linked	_	_	
1-10	30-32	to	_	_	
1-11	33-36	the	_	_	
1-12	37-44	fallout	_	_	
1-13	45-47	of	_	_	
1-14	48-60	colonization	_	_	
1-15	60-61	.	_	_	
1-16	61-62	'	_	_	

#Text=Yet some First Nations thrive.
2-1	62-65	Yet	Appreciation[1]	neg[1]	
2-2	66-70	some	Appreciation[1]	neg[1]	
2-3	71-76	First	Appreciation[1]	neg[1]	
2-4	77-84	Nations	Appreciation[1]	neg[1]	
2-5	85-91	thrive	Appreciation[1]|Appreciation[2]	neg[1]|pos[2]	
2-6	91-92	.	_	_	
