#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.NEGATION|Negations
#T_RL=webanno.custom.XNEGATION|BT_webanno.custom.NEGATION


#Text=Small surplus, small deficit; irrelevant to me (I also didn't blame them for the deficits that occurred during the 2008 recession).
1-1	0-5	Small	_	_	
1-2	6-13	surplus	_	_	
1-3	13-14	,	_	_	
1-4	15-20	small	_	_	
1-5	21-28	deficit	_	_	
1-6	28-29	;	_	_	
1-7	30-40	irrelevant	_	_	
1-8	41-43	to	_	_	
1-9	44-46	me	_	_	
1-10	47-48	(	_	_	
1-11	48-49	I	_	_	
1-12	50-54	also	_	_	
1-13	55-61	didn't	NEG	_	
1-14	62-67	blame	SCOPE[2]	_	
1-15	68-72	them	SCOPE[2]	_	
1-16	73-76	for	SCOPE[2]	_	
1-17	77-80	the	SCOPE[2]	_	
1-18	81-89	deficits	SCOPE[2]	_	
1-19	90-94	that	SCOPE[2]	_	
1-20	95-103	occurred	SCOPE[2]	_	
1-21	104-110	during	SCOPE[2]	_	
1-22	111-114	the	SCOPE[2]|FOCUS[3]	_	
1-23	115-119	2008	SCOPE[2]|FOCUS[3]	_	
1-24	120-129	recession	SCOPE[2]|FOCUS[3]	_	
1-25	129-130	)	SCOPE[2]	_	
1-26	130-131	.	_	_	

#Text=Especially when you see how they have manipulated it.
2-1	132-142	Especially	_	_	
2-2	143-147	when	_	_	
2-3	148-151	you	_	_	
2-4	152-155	see	_	_	
2-5	156-159	how	_	_	
2-6	160-164	they	_	_	
2-7	165-169	have	_	_	
2-8	170-181	manipulated	_	_	
2-9	182-184	it	_	_	
2-10	184-185	.	_	_	

#Text=I think the departmental spending aspect is underestimated; the PS is very dysfunctional now, and many of the managerial level can't be trusted when bonuses revolve around returning unspent funds, or the funds are included in budgets but never make it to the departments at all.
3-1	186-187	I	_	_	
3-2	188-193	think	_	_	
3-3	194-197	the	_	_	
3-4	198-210	departmental	_	_	
3-5	211-219	spending	_	_	
3-6	220-226	aspect	_	_	
