#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Attitude__|Label|Polarity
#T_SP=webanno.custom.Graduation|Kind|Scaling


#Text=I share Margaret Wente's confusion over the adulation we see everywhere for Pope Francis.
1-1	0-1	I	_	_	_	_	
1-2	2-7	share	Appreciation[1]	pos[1]	_	_	
1-3	8-16	Margaret	Appreciation[1]	pos[1]	_	_	
1-4	17-24	Wente's	Appreciation[1]	pos[1]	_	_	
1-5	25-34	confusion	Appreciation[1]|Affect[2]	pos[1]|neg[2]	_	_	
1-6	35-39	over	_	_	_	_	
1-7	40-43	the	_	_	_	_	
1-8	44-53	adulation	Judgment	neg	_	_	
1-9	54-56	we	_	_	_	_	
1-10	57-60	see	_	_	_	_	
1-11	61-71	everywhere	_	_	_	_	
1-12	72-75	for	_	_	_	_	
1-13	76-80	Pope	_	_	_	_	
1-14	81-88	Francis	_	_	_	_	
1-15	88-89	.	_	_	_	_	

#Text=When it comes to core Catholic beliefs, he is very conservative.
2-1	90-94	When	_	_	_	_	
2-2	95-97	it	_	_	_	_	
2-3	98-103	comes	_	_	_	_	
2-4	104-106	to	_	_	_	_	
2-5	107-111	core	_	_	_	_	
2-6	112-120	Catholic	_	_	_	_	
2-7	121-128	beliefs	_	_	_	_	
2-8	128-129	,	_	_	_	_	
2-9	130-132	he	_	_	_	_	
2-10	133-135	is	_	_	_	_	
2-11	136-140	very	Judgment[4]	neg[4]	Force	up	
2-12	141-153	conservative	Judgment[4]	neg[4]	_	_	
2-13	153-154	.	_	_	_	_	

#Text=After all, he was elected by a very conservative group of cardinals that has been stocked by the recent popes, all of whom where conservative too.
3-1	155-160	After	_	_	_	_	
3-2	161-164	all	_	_	_	_	
3-3	164-165	,	_	_	_	_	
3-4	166-168	he	_	_	_	_	
3-5	169-172	was	_	_	_	_	
3-6	173-180	elected	Judgment[5]	neg[5]	_	_	
3-7	181-183	by	Judgment[5]	neg[5]	_	_	
3-8	184-185	a	Judgment[5]	neg[5]	_	_	
3-9	186-190	very	Judgment[5]	neg[5]	Force	up	
3-10	191-203	conservative	Judgment[5]	neg[5]	_	_	
3-11	204-209	group	Judgment[5]	neg[5]	_	_	
3-12	210-212	of	_	_	_	_	
3-13	213-222	cardinals	_	_	_	_	
3-14	223-227	that	_	_	_	_	
3-15	228-231	has	_	_	_	_	
3-16	232-236	been	_	_	_	_	
3-17	237-244	stocked	_	_	_	_	
3-18	245-247	by	_	_	_	_	
3-19	248-251	the	_	_	_	_	
3-20	252-258	recent	_	_	_	_	
3-21	259-264	popes	_	_	_	_	
3-22	264-265	,	_	_	_	_	
3-23	266-269	all	_	_	_	_	
3-24	270-272	of	_	_	_	_	
3-25	273-277	whom	_	_	_	_	
3-26	278-283	where	_	_	_	_	
3-27	284-296	conservative	_	_	_	_	
3-28	297-300	too	_	_	_	_	
3-29	300-301	.	_	_	_	_	

#Text=So it was very unlikely they would choose anyone who would rock the boat.
4-1	302-304	So	_	_	_	_	
