#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Attitude__|Label|Polarity


#Text=Teddy Roosevelt instructed the admiral of the U.S. naval force sitting outside Manila Bay to be prepared to blow up the Spanish navy sitting in the harbour.
1-1	0-5	Teddy	_	_	
1-2	6-15	Roosevelt	_	_	
1-3	16-26	instructed	Judgment[1]	neg[1]	
1-4	27-30	the	Judgment[1]	neg[1]	
1-5	31-38	admiral	Judgment[1]	neg[1]	
1-6	39-41	of	Judgment[1]	neg[1]	
1-7	42-45	the	Judgment[1]	neg[1]	
1-8	46-49	U.S	Judgment[1]	neg[1]	
1-9	49-50	.	Judgment[1]	neg[1]	
1-10	51-56	naval	Judgment[1]	neg[1]	
1-11	57-62	force	Judgment[1]	neg[1]	
1-12	63-70	sitting	Judgment[1]	neg[1]	
1-13	71-78	outside	Judgment[1]	neg[1]	
1-14	79-85	Manila	Judgment[1]	neg[1]	
1-15	86-89	Bay	Judgment[1]	neg[1]	
1-16	90-92	to	Judgment[1]	neg[1]	
1-17	93-95	be	Judgment[1]	neg[1]	
1-18	96-104	prepared	Judgment[1]	neg[1]	
1-19	105-107	to	Judgment[1]	neg[1]	
1-20	108-112	blow	Judgment[1]|Appreciation[2]	neg[1]|neg[2]	
1-21	113-115	up	Judgment[1]|Appreciation[2]	neg[1]|neg[2]	
1-22	116-119	the	Judgment[1]	neg[1]	
1-23	120-127	Spanish	Judgment[1]	neg[1]	
1-24	128-132	navy	Judgment[1]	neg[1]	
1-25	133-140	sitting	Judgment[1]	neg[1]	
1-26	141-143	in	Judgment[1]	neg[1]	
1-27	144-147	the	Judgment[1]	neg[1]	
1-28	148-155	harbour	Judgment[1]	neg[1]	
1-29	155-156	.	_	_	

#Text=With the sinking of the battleship Maine in harbour (it was likely an accident) the order went out to destroy the Spanish naval force in the Philippines , which was accomplished in one hour - without the loss of life of one American seaman.
2-1	157-161	With	_	_	
2-2	162-165	the	_	_	
2-3	166-173	sinking	Appreciation[3]	neg[3]	
2-4	174-176	of	Appreciation[3]	neg[3]	
2-5	177-180	the	Appreciation[3]	neg[3]	
2-6	181-191	battleship	Appreciation[3]	neg[3]	
2-7	192-197	Maine	Appreciation[3]	neg[3]	
2-8	198-200	in	Appreciation[3]	neg[3]	
2-9	201-208	harbour	Appreciation[3]	neg[3]	
2-10	209-210	(	_	_	
2-11	210-212	it	_	_	
2-12	213-216	was	_	_	
2-13	217-223	likely	Judgment[4]	pos[4]	
2-14	224-226	an	Judgment[4]	pos[4]	
2-15	227-235	accident	Judgment[4]	pos[4]	
2-16	235-236	)	_	_	
2-17	237-240	the	_	_	
2-18	241-246	order	_	_	
2-19	247-251	went	_	_	
2-20	252-255	out	_	_	
2-21	256-258	to	_	_	
2-22	259-266	destroy	Appreciation	neg	
2-23	267-270	the	_	_	
2-24	271-278	Spanish	_	_	
2-25	279-284	naval	_	_	
2-26	285-290	force	_	_	
2-27	291-293	in	_	_	
2-28	294-297	the	_	_	
2-29	298-309	Philippines	_	_	
2-30	310-311	,	_	_	
2-31	312-317	which	_	_	
2-32	318-321	was	_	_	
2-33	322-334	accomplished	Judgment[6]	pos[6]	
2-34	335-337	in	Judgment[6]	pos[6]	
2-35	338-341	one	Judgment[6]	pos[6]	
2-36	342-346	hour	Judgment[6]	pos[6]	
2-37	347-348	-	_	_	
2-38	349-356	without	Appreciation[7]	pos[7]	
2-39	357-360	the	Appreciation[7]	pos[7]	
2-40	361-365	loss	Appreciation[7]	pos[7]	
2-41	366-368	of	Appreciation[7]	pos[7]	
2-42	369-373	life	Appreciation[7]	pos[7]	
2-43	374-376	of	Appreciation[7]	pos[7]	
2-44	377-380	one	Appreciation[7]	pos[7]	
2-45	381-389	American	Appreciation[7]	pos[7]	
2-46	390-396	seaman	Appreciation[7]	pos[7]	
2-47	396-397	.	_	_	

#Text=Then Teddy resigned his position as under-secretary, formed up his Roughriders cavalry unit and rode up San Juan Hill.
3-1	398-402	Then	_	_	
3-2	403-408	Teddy	_	_	
