#FORMAT=WebAnno TSV 3.1


#Text='The word 'foreign' is an interesting word.
1-1	0-1	'	
1-2	1-4	The	
1-3	5-9	word	
1-4	10-11	'	
1-5	11-18	foreign	
1-6	18-19	'	
1-7	20-22	is	
1-8	23-25	an	
1-9	26-37	interesting	
1-10	38-42	word	
1-11	42-43	.	

#Text=It means different things to different people.
2-1	44-46	It	
2-2	47-52	means	
2-3	53-62	different	
2-4	63-69	things	
2-5	70-72	to	
2-6	73-82	different	
2-7	83-89	people	
2-8	89-90	.	

#Text='What does it mean to Chinese people?
3-1	91-92	'	
3-2	92-96	What	
3-3	97-101	does	
3-4	102-104	it	
3-5	105-109	mean	
3-6	110-112	to	
3-7	113-120	Chinese	
3-8	121-127	people	
3-9	127-128	?	
