#FORMAT=WebAnno TSV 3.1


#Text='He\u2019s hardly the choice of the establishment, media, cultural, business or political.'
1-1	0-1	'	
1-2	1-3	He	
1-3	3-4	’	
1-4	4-5	s	
1-5	6-12	hardly	
1-6	13-16	the	
1-7	17-23	choice	
1-8	24-26	of	
1-9	27-30	the	
1-10	31-44	establishment	
1-11	44-45	,	
1-12	46-51	media	
1-13	51-52	,	
1-14	53-61	cultural	
1-15	61-62	,	
1-16	63-71	business	
1-17	72-74	or	
1-18	75-84	political	
1-19	84-85	.	
1-20	85-86	'	

#Text=In other words, the self-described 'progressives'.
2-1	86-88	In	
2-2	89-94	other	
2-3	95-100	words	
2-4	100-101	,	
2-5	102-105	the	
2-6	106-120	self-described	
2-7	121-122	'	
2-8	122-134	progressives	
2-9	134-135	'	
2-10	135-136	.	

#Text=The elitists.Elitists talk to each other.
3-1	137-140	The	
3-2	141-158	elitists.Elitists	
3-3	159-163	talk	
3-4	164-166	to	
3-5	167-171	each	
3-6	172-177	other	
3-7	177-178	.	

#Text=Trump talked to the working person.Trump is what happens when elitists call working people 'deplorables'.
4-1	179-184	Trump	
4-2	185-191	talked	
4-3	192-194	to	
4-4	195-198	the	
4-5	199-206	working	
4-6	207-219	person.Trump	
4-7	220-222	is	
4-8	223-227	what	
4-9	228-235	happens	
4-10	236-240	when	
4-11	241-249	elitists	
4-12	250-254	call	
4-13	255-262	working	
4-14	263-269	people	
4-15	270-271	'	
4-16	271-282	deplorables	
4-17	282-283	'	
4-18	283-284	.	

#Text=Maybe the Globe editorial staff should take a note of that
5-1	285-290	Maybe	
5-2	291-294	the	
5-3	295-300	Globe	
5-4	301-310	editorial	
5-5	311-316	staff	
5-6	317-323	should	
5-7	324-328	take	
5-8	329-330	a	
5-9	331-335	note	
5-10	336-338	of	
5-11	339-343	that	
