#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Attitude__|Label|Polarity
#T_SP=webanno.custom.Graduation|Kind|Scaling


#Text=People like this Pope cause he is a genuine guy and he turned the church to focus on the gospels, what Jesus asked Christians to do.
1-1	0-6	People	_	_	_	_	
1-2	7-11	like	Judgment	pos	_	_	
1-3	12-16	this	_	_	_	_	
1-4	17-21	Pope	_	_	_	_	
1-5	22-27	cause	_	_	_	_	
1-6	28-30	he	_	_	_	_	
1-7	31-33	is	_	_	_	_	
1-8	34-35	a	_	_	_	_	
1-9	36-43	genuine	Judgment	pos	_	_	
1-10	44-47	guy	_	_	_	_	
1-11	48-51	and	_	_	_	_	
1-12	52-54	he	_	_	_	_	
1-13	55-61	turned	Judgment[3]	pos[3]	_	_	
1-14	62-65	the	Judgment[3]	pos[3]	_	_	
1-15	66-72	church	Judgment[3]	pos[3]	_	_	
1-16	73-75	to	Judgment[3]	pos[3]	_	_	
1-17	76-81	focus	Judgment[3]	pos[3]	_	_	
1-18	82-84	on	Judgment[3]	pos[3]	_	_	
1-19	85-88	the	Judgment[3]	pos[3]	_	_	
1-20	89-96	gospels	Judgment[3]	pos[3]	_	_	
1-21	96-97	,	_	_	_	_	
1-22	98-102	what	_	_	_	_	
1-23	103-108	Jesus	_	_	_	_	
1-24	109-114	asked	_	_	_	_	
1-25	115-125	Christians	_	_	_	_	
1-26	126-128	to	_	_	_	_	
1-27	129-131	do	_	_	_	_	
1-28	131-132	.	_	_	_	_	

#Text=He is more aligned with the Baptist movement that moved away from the Catholic church in the 1,500's.It's interesting how some left wing radicals have adopted what he said about capitalism.
2-1	133-135	He	_	_	_	_	
2-2	136-138	is	_	_	_	_	
2-3	139-143	more	Judgment[4]	pos[4]	Force	up	
2-4	144-151	aligned	Judgment[4]	pos[4]	_	_	
2-5	152-156	with	Judgment[4]	pos[4]	_	_	
2-6	157-160	the	Judgment[4]	pos[4]	_	_	
2-7	161-168	Baptist	Judgment[4]	pos[4]	_	_	
2-8	169-177	movement	Judgment[4]	pos[4]	_	_	
2-9	178-182	that	_	_	_	_	
2-10	183-188	moved	_	_	_	_	
2-11	189-193	away	_	_	_	_	
2-12	194-198	from	_	_	_	_	
2-13	199-202	the	_	_	_	_	
2-14	203-211	Catholic	_	_	_	_	
2-15	212-218	church	_	_	_	_	
2-16	219-221	in	_	_	_	_	
2-17	222-225	the	_	_	_	_	
2-18	226-231	1,500	_	_	_	_	
2-19	231-232	'	_	_	_	_	
2-20	232-238	s.It's	_	_	_	_	
2-21	239-250	interesting	_	_	_	_	
2-22	251-254	how	_	_	_	_	
2-23	255-259	some	_	_	_	_	
2-24	260-264	left	Judgment[5]	neg[5]	_	_	
2-25	265-269	wing	Judgment[5]	neg[5]	_	_	
2-26	270-278	radicals	Judgment[5]	neg[5]	_	_	
2-27	279-283	have	_	_	_	_	
2-28	284-291	adopted	_	_	_	_	
2-29	292-296	what	_	_	_	_	
2-30	297-299	he	_	_	_	_	
2-31	300-304	said	_	_	_	_	
2-32	305-310	about	_	_	_	_	
2-33	311-321	capitalism	_	_	_	_	
2-34	321-322	.	_	_	_	_	

#Text=The Pope talks about unbridled capitalism, not all capitalism.
3-1	323-326	The	_	_	_	_	
3-2	327-331	Pope	_	_	_	_	
3-3	332-337	talks	_	_	_	_	
3-4	338-343	about	_	_	_	_	
3-5	344-353	unbridled	Appreciation	neg	_	_	
3-6	354-364	capitalism	_	_	_	_	
3-7	364-365	,	_	_	_	_	
3-8	366-369	not	_	_	_	_	
3-9	370-373	all	_	_	_	_	
3-10	374-384	capitalism	_	_	_	_	
3-11	384-385	.	_	_	_	_	

#Text=The left wing forget to the 'unbridled' part.
4-1	386-389	The	_	_	_	_	
4-2	390-394	left	_	_	_	_	
4-3	395-399	wing	_	_	_	_	
4-4	400-406	forget	Judgment[7]	neg[7]	_	_	
4-5	407-409	to	Judgment[7]	neg[7]	_	_	
4-6	410-413	the	Judgment[7]	neg[7]	_	_	
4-7	414-415	'	Judgment[7]	neg[7]	_	_	
4-8	415-424	unbridled	Judgment[7]	neg[7]	_	_	
4-9	424-425	'	Judgment[7]	neg[7]	_	_	
4-10	426-430	part	Judgment[7]	neg[7]	_	_	
4-11	430-431	.	_	_	_	_	
