#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Attitude__|Label|Polarity


#Text=Hillary did not win for hundreds of reasons ..... not one of which had anything to do with her gender ....
1-1	0-7	Hillary	_	_	
1-2	8-11	did	_	_	
1-3	12-15	not	Judgment[1]	neg[1]	
1-4	16-19	win	Judgment[1]	neg[1]	
1-5	20-23	for	Judgment[1]	neg[1]	
1-6	24-32	hundreds	Judgment[1]	neg[1]	
1-7	33-35	of	Judgment[1]	neg[1]	
1-8	36-43	reasons	Judgment[1]	neg[1]	
1-9	44-45	.	_	_	
1-10	45-46	.	_	_	
1-11	46-47	.	_	_	
1-12	47-48	.	_	_	
1-13	48-49	.	_	_	
1-14	50-53	not	Judgment[2]	neg[2]	
1-15	54-57	one	Judgment[2]	neg[2]	
1-16	58-60	of	Judgment[2]	neg[2]	
1-17	61-66	which	Judgment[2]	neg[2]	
1-18	67-70	had	Judgment[2]	neg[2]	
1-19	71-79	anything	Judgment[2]	neg[2]	
1-20	80-82	to	Judgment[2]	neg[2]	
1-21	83-85	do	Judgment[2]	neg[2]	
1-22	86-90	with	Judgment[2]	neg[2]	
1-23	91-94	her	Judgment[2]	neg[2]	
1-24	95-101	gender	Judgment[2]	neg[2]	
1-25	102-103	.	_	_	
1-26	103-104	.	_	_	
1-27	104-105	.	_	_	
1-28	105-106	.	_	_	
