#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.NEGATION|Negations
#T_RL=webanno.custom.XNEGATION|BT_webanno.custom.NEGATION


#Text=This column is alarmist in the extreme and also, unfortunately, surprisingly blind to Western excesses.
1-1	0-4	This	_	_	
1-2	5-11	column	_	_	
1-3	12-14	is	_	_	
1-4	15-23	alarmist	_	_	
1-5	24-26	in	_	_	
1-6	27-30	the	_	_	
1-7	31-38	extreme	_	_	
1-8	39-42	and	_	_	
1-9	43-47	also	_	_	
1-10	47-48	,	_	_	
1-11	49-62	unfortunately	_	_	
1-12	62-63	,	_	_	
1-13	64-76	surprisingly	_	_	
1-14	77-82	blind	_	_	
1-15	83-85	to	_	_	
1-16	86-93	Western	_	_	
1-17	94-102	excesses	_	_	
1-18	102-103	.	_	_	

#Text=Has anything that China has done in the recent past even come anywhere close to the illegality, instability-causing, and sheer assault on international institutions of the US invasion of Iraq?
2-1	104-107	Has	_	_	
2-2	108-116	anything	_	_	
2-3	117-121	that	_	_	
2-4	122-127	China	_	_	
2-5	128-131	has	_	_	
2-6	132-136	done	_	_	
2-7	137-139	in	_	_	
2-8	140-143	the	_	_	
2-9	144-150	recent	_	_	
2-10	151-155	past	_	_	
2-11	156-160	even	XSCOPE[1]	3-3[0_1]	
2-12	161-165	come	XSCOPE[1]	_	
2-13	166-174	anywhere	XSCOPE[1]	_	
2-14	175-180	close	XSCOPE[1]	_	
2-15	181-183	to	XSCOPE[1]	_	
2-16	184-187	the	XSCOPE[1]	_	
2-17	188-198	illegality	XSCOPE[1]	_	
2-18	198-199	,	XSCOPE[1]	_	
2-19	200-219	instability-causing	XSCOPE[1]	_	
2-20	219-220	,	XSCOPE[1]	_	
2-21	221-224	and	XSCOPE[1]	_	
2-22	225-230	sheer	XSCOPE[1]	_	
2-23	231-238	assault	XSCOPE[1]	_	
2-24	239-241	on	XSCOPE[1]	_	
2-25	242-255	international	XSCOPE[1]	_	
2-26	256-268	institutions	XSCOPE[1]	_	
2-27	269-271	of	XSCOPE[1]	_	
2-28	272-275	the	XSCOPE[1]	_	
2-29	276-278	US	XSCOPE[1]	_	
2-30	279-287	invasion	XSCOPE[1]	_	
2-31	288-290	of	XSCOPE[1]	_	
