#FORMAT=WebAnno TSV 3.1
#T_SP=webanno.custom.Attitude__|Label|Polarity
#T_SP=webanno.custom.Graduation|Kind|Scaling


#Text=Another clueless column from the liberals.
1-1	0-7	Another	_	_	_	_	
1-2	8-16	clueless	Judgment	neg	_	_	
1-3	17-23	column	_	_	_	_	
1-4	24-28	from	_	_	_	_	
1-5	29-32	the	_	_	_	_	
1-6	33-41	liberals	Judgment	neg	_	_	
1-7	41-42	.	_	_	_	_	

#Text=Women do not identify with Clinton - she is a wealthy elitist who has nothing in common with ordinary women and as the election shows, ordinary women did not line up to support her.
2-1	43-48	Women	_	_	_	_	
2-2	49-51	do	Judgment[3]	neg[3]	_	_	
2-3	52-55	not	Judgment[3]	neg[3]	_	_	
2-4	56-64	identify	Judgment[3]	neg[3]	_	_	
2-5	65-69	with	Judgment[3]	neg[3]	_	_	
2-6	70-77	Clinton	Judgment[3]	neg[3]	_	_	
2-7	78-79	-	_	_	_	_	
2-8	80-83	she	_	_	_	_	
2-9	84-86	is	_	_	_	_	
2-10	87-88	a	_	_	_	_	
2-11	89-96	wealthy	Judgment[4]	neg[4]	_	_	
2-12	97-104	elitist	Judgment[4]	neg[4]	_	_	
2-13	105-108	who	_	_	_	_	
2-14	109-112	has	_	_	_	_	
2-15	113-120	nothing	Judgment[5]	neg[5]	_	_	
2-16	121-123	in	Judgment[5]	neg[5]	_	_	
2-17	124-130	common	Judgment[5]	neg[5]	_	_	
2-18	131-135	with	Judgment[5]	neg[5]	_	_	
2-19	136-144	ordinary	Judgment[5]	neg[5]	_	_	
2-20	145-150	women	Judgment[5]	neg[5]	_	_	
2-21	151-154	and	_	_	_	_	
2-22	155-157	as	_	_	_	_	
2-23	158-161	the	_	_	_	_	
2-24	162-170	election	_	_	_	_	
2-25	171-176	shows	_	_	_	_	
2-26	176-177	,	_	_	_	_	
2-27	178-186	ordinary	_	_	_	_	
2-28	187-192	women	_	_	_	_	
2-29	193-196	did	Judgment[6]	neg[6]	_	_	
2-30	197-200	not	Judgment[6]	neg[6]	_	_	
2-31	201-205	line	Judgment[6]	neg[6]	_	_	
2-32	206-208	up	Judgment[6]	neg[6]	_	_	
2-33	209-211	to	Judgment[6]	neg[6]	_	_	
2-34	212-219	support	Judgment[6]	neg[6]	_	_	
2-35	220-223	her	Judgment[6]	neg[6]	_	_	
2-36	223-224	.	_	_	_	_	

#Text=The writer is clueless when she believes this election was about my sog yn y and the alleged glass ceiling (and what top position has Clinton been in for years, hello?).
3-1	225-228	The	_	_	_	_	
3-2	229-235	writer	_	_	_	_	
3-3	236-238	is	_	_	_	_	
3-4	239-247	clueless	Judgment	neg	_	_	
3-5	248-252	when	_	_	_	_	
3-6	253-256	she	_	_	_	_	
3-7	257-265	believes	_	_	_	_	
3-8	266-270	this	_	_	_	_	
3-9	271-279	election	_	_	_	_	
3-10	280-283	was	_	_	_	_	
3-11	284-289	about	_	_	_	_	
3-12	290-292	my	Appreciation[8]	neg[8]	_	_	
3-13	293-296	sog	Appreciation[8]	neg[8]	_	_	
3-14	297-299	yn	Appreciation[8]	neg[8]	_	_	
3-15	300-301	y	Appreciation[8]	neg[8]	_	_	
3-16	302-305	and	Appreciation[8]	neg[8]	_	_	
3-17	306-309	the	Appreciation[8]	neg[8]	_	_	
3-18	310-317	alleged	Appreciation[8]	neg[8]	_	_	
3-19	318-323	glass	Appreciation[8]	neg[8]	_	_	
3-20	324-331	ceiling	Appreciation[8]	neg[8]	_	_	
